"rgb","r","g","b","colorname","RGB"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"200 - 100 - 70","200","100","70","brown","[200, 100, 70]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","olive","[160, 180, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"110 - 100 - 10","110","100","10","green","[110, 100, 10]"
"50 - 80 - 100","50","80","100","slate","[50, 80, 100]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"220 - 240 - 150","220","240","150","wheat","[220, 240, 150]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","olive","[160, 180, 20]"
"200 - 100 - 70","200","100","70","brown","[200, 100, 70]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 160 - 180","200","160","180","lilac","[200, 160, 180]"
"200 - 160 - 180","200","160","180","lilac","[200, 160, 180]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"150 - 200 - 180","150","200","180","green","[150, 200, 180]"
"110 - 100 - 10","110","100","10","green","[110, 100, 10]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 100 - 70","200","100","70","brown","[200, 100, 70]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"170 - 160 - 40","170","160","40","olive","[170, 160, 40]"
"200 - 170 - 170","200","170","170","taupe","[200, 170, 170]"
"200 - 170 - 170","200","170","170","taupe","[200, 170, 170]"
"200 - 170 - 170","200","170","170","lilac","[200, 170, 170]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"50 - 80 - 100","50","80","100","slate","[50, 80, 100]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","mocha","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 100 - 70","200","100","70","brown","[200, 100, 70]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 170 - 170","200","170","170","beige","[200, 170, 170]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 100 - 70","200","100","70","brown","[200, 100, 70]"
"170 - 160 - 40","170","160","40","camel","[170, 160, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","olive","[160, 180, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"170 - 160 - 40","170","160","40","olive","[170, 160, 40]"
"50 - 80 - 100","50","80","100","night","[50, 80, 100]"
"110 - 100 - 10","110","100","10","caqui","[110, 100, 10]"
"200 - 170 - 170","200","170","170","mauve","[200, 170, 170]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 170 - 170","200","170","170","mauve","[200, 170, 170]"
"170 - 160 - 40","170","160","40","green","[170, 160, 40]"
"200 - 100 - 70","200","100","70","brown","[200, 100, 70]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"250 - 240 - 0","250","240","0","yello","[250, 240, 0]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","olive","[160, 180, 20]"
"130 - 130 - 130","130","130","130","slate","[130, 130, 130]"
"50 - 80 - 100","50","80","100","denim","[50, 80, 100]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 170 - 170","200","170","170","beige","[200, 170, 170]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"170 - 160 - 40","170","160","40","olive","[170, 160, 40]"
"200 - 160 - 180","200","160","180","mauve","[200, 160, 180]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 160 - 180","200","160","180","mauve","[200, 160, 180]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"160 - 0 - 80","160","0","80","brown","[160, 0, 80]"
"220 - 240 - 150","220","240","150","beige","[220, 240, 150]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"200 - 160 - 180","200","160","180","lilac","[200, 160, 180]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"190 - 220 - 210","190","220","210","green","[190, 220, 210]"
"200 - 160 - 180","200","160","180","mauve","[200, 160, 180]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"170 - 160 - 40","170","160","40","green","[170, 160, 40]"
"110 - 100 - 10","110","100","10","umber","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"170 - 160 - 40","170","160","40","green","[170, 160, 40]"
"170 - 160 - 40","170","160","40","khaki","[170, 160, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"170 - 160 - 40","170","160","40","ughhh","[170, 160, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"50 - 80 - 100","50","80","100","azure","[50, 80, 100]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"70 - 100 - 90","70","100","90","green","[70, 100, 90]"
"200 - 100 - 70","200","100","70","brown","[200, 100, 70]"
"200 - 160 - 180","200","160","180","mauve","[200, 160, 180]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 170 - 170","200","170","170","mauve","[200, 170, 170]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 160 - 180","200","160","180","mauve","[200, 160, 180]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"110 - 100 - 10","110","100","10","green","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 160 - 180","200","160","180","lilac","[200, 160, 180]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 170 - 170","200","170","170","mauve","[200, 170, 170]"
"130 - 30 - 180","130","30","180","purle","[130, 30, 180]"
"220 - 240 - 150","220","240","150","taupe","[220, 240, 150]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"110 - 100 - 10","110","100","10","vomit","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 170 - 170","200","170","170","ochre","[200, 170, 170]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"130 - 130 - 130","130","130","130","brown","[130, 130, 130]"
"220 - 240 - 150","220","240","150","cream","[220, 240, 150]"
"110 - 100 - 10","110","100","10","green","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"220 - 240 - 150","220","240","150","ocher","[220, 240, 150]"
"220 - 240 - 150","220","240","150","biege","[220, 240, 150]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"70 - 100 - 90","70","100","90","khaki","[70, 100, 90]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"250 - 120 - 30","250","120","30","coral","[250, 120, 30]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 100 - 70","200","100","70","brown","[200, 100, 70]"
"70 - 100 - 90","70","100","90","green","[70, 100, 90]"
"160 - 180 - 20","160","180","20","brown","[160, 180, 20]"
"120 - 80 - 40","120","80","40","peter","[120, 80, 40]"
"190 - 220 - 210","190","220","210","clear","[190, 220, 210]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 100 - 70","200","100","70","peach","[200, 100, 70]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"150 - 200 - 180","150","200","180","green","[150, 200, 180]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 100 - 70","200","100","70","peach","[200, 100, 70]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"170 - 160 - 40","170","160","40","green","[170, 160, 40]"
"200 - 100 - 70","200","100","70","brick","[200, 100, 70]"
"200 - 160 - 180","200","160","180","mauve","[200, 160, 180]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","olive","[160, 180, 20]"
"170 - 160 - 40","170","160","40","brown","[170, 160, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","olive","[160, 180, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"170 - 160 - 40","170","160","40","olive","[170, 160, 40]"
"160 - 180 - 20","160","180","20","olive","[160, 180, 20]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"200 - 160 - 180","200","160","180","flesh","[200, 160, 180]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","khaki","[160, 180, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"190 - 220 - 210","190","220","210","stone","[190, 220, 210]"
"220 - 240 - 150","220","240","150","beige","[220, 240, 150]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 100 - 70","200","100","70","brick","[200, 100, 70]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"170 - 160 - 40","170","160","40","olive","[170, 160, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"170 - 160 - 40","170","160","40","brown","[170, 160, 40]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"70 - 100 - 90","70","100","90","khaki","[70, 100, 90]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 0 - 80","160","0","80","rouge","[160, 0, 80]"
"200 - 170 - 170","200","170","170","beige","[200, 170, 170]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","ochre","[160, 180, 20]"
"170 - 160 - 40","170","160","40","kakhi","[170, 160, 40]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"170 - 160 - 40","170","160","40","vomit","[170, 160, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"200 - 160 - 180","200","160","180","mauve","[200, 160, 180]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 100 - 70","200","100","70","peach","[200, 100, 70]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"220 - 240 - 150","220","240","150","olive","[220, 240, 150]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"220 - 240 - 150","220","240","150","khaki","[220, 240, 150]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"110 - 100 - 10","110","100","10","taupe","[110, 100, 10]"
"200 - 160 - 180","200","160","180","lilac","[200, 160, 180]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"70 - 100 - 90","70","100","90","slate","[70, 100, 90]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"110 - 100 - 10","110","100","10","brown","[110, 100, 10]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"110 - 100 - 10","110","100","10","olive","[110, 100, 10]"
"250 - 120 - 30","250","120","30","orang","[250, 120, 30]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
"150 - 200 - 180","150","200","180","green","[150, 200, 180]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"200 - 160 - 180","200","160","180","lilac","[200, 160, 180]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","khaki","[120, 80, 40]"
"200 - 170 - 170","200","170","170","lilac","[200, 170, 170]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","olive","[160, 180, 20]"
"150 - 200 - 180","150","200","180","green","[150, 200, 180]"
"70 - 100 - 90","70","100","90","green","[70, 100, 90]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","olive","[160, 180, 20]"
"220 - 240 - 150","220","240","150","green","[220, 240, 150]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","brown","[120, 80, 40]"
"100 - 60 - 20","100","60","20","brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","green","[160, 180, 20]"
